x,y,outcome
24.25,298.5,0
31.89,214.0,1
3.99,142.6,0
38.30,221.4,1
3.89,104.9,0
8.34,128.2,0
33.69,168.4,0
30.44,139.8,0
21.44,182.1,0
29.21,267.3,0
14.79,124.1,0
26.26,282.8,1
21.76,128.5,0
14.69,160.9,0
9.12,171.2,1
27.12,200.0,1
7.03,208.6,0
23.06,174.6,0
35.09,278.0,0
7.34,108.3,0
34.04,146.1,0
5.29,134.5,0
8.46,155.6,0
8.81,108.4,1
13.33,143.1,0
29.74,100.5,0
32.23,116.4,0
14.76,227.4,1
37.42,261.9,0
30.34,240.7,0
4.91,135.7,1
7.57,104.9,0
7.44,204.0,0
22.46,159.0,0
9.31,133.7,0
15.32,212.9,0
19.26,129.1,0
29.04,125.5,1
20.27,166.8,0
3.45,154.8,0
25.09,200.3,0
2.53,220.7,0
24.17,294.6,0
14.58,103.6,0
39.06,189.5,0
36.64,212.5,0
33.42,127.5,0
6.13,157.8,0
6.16,142.6,0
34.38,124.3,1
24.59,241.5,0
38.57,259.0,1
13.38,176.9,0
19.67,173.0,0
9.67,144.9,0
2.04,236.6,0
29.72,190.5,1
23.08,284.6,0
21.70,145.2,0
19.82,278.8,0
17.32,158.7,1
34.56,136.1,1
30.61,155.9,0
14.96,187.0,1
9.40,233.4,1
21.20,237.7,0
12.08,149.9,0
9.39,153.1,0
14.76,254.7,0
5.11,150.5,0
6.32,134.9,0
16.27,118.6,0
12.70,266.7,0
4.46,156.4,0
31.41,255.2,0
37.04,192.0,1
31.34,126.6,0
6.15,256.8,0
2.43,139.3,1
33.20,230.6,0
7.23,174.7,0
31.78,107.0,1
36.13,283.5,1
19.31,260.5,0
11.54,177.9,0
9.02,244.6,0
12.91,269.2,0
35.99,198.7,0
26.43,155.2,0
16.30,122.2,0
6.81,239.7,1
19.18,201.6,1
22.12,120.7,0
27.66,149.4,1
37.18,277.4,1
36.63,134.7,0
25.46,112.7,0
34.09,157.4,0
36.37,197.0,0
4.66,170.0,0
25.57,235.6,1
21.46,179.3,1
35.46,225.3,0
4.91,238.2,0
39.09,231.8,0
19.38,142.7,0
39.36,285.3,0
6.45,134.2,1
28.92,180.4,1
38.17,281.8,1
10.35,106.2,0
24.45,106.0,0
7.04,126.7,0
34.12,146.5,0
30.92,144.7,1
16.56,280.7,0
4.42,266.0,0
5.13,177.7,0
18.89,252.9,1
33.74,249.7,1
25.78,249.9,1
4.60,272.1,0
34.41,296.8,1
14.76,290.9,0
18.95,271.2,0
38.83,185.1,0
39.28,242.2,1
10.12,118.8,0
11.34,170.6,0
33.27,268.3,1
2.16,109.2,1
24.70,101.2,0
2.63,120.4,1
18.08,245.7,1
23.10,299.7,0
11.60,179.1,0
18.64,224.3,0
22.68,105.8,0
19.91,238.3,0
29.25,203.1,0
14.92,160.0,0
27.59,251.0,1
3.78,117.0,0
17.47,212.1,0
7.33,141.5,0
1.32,171.7,0
17.33,187.1,0
8.11,257.9,0
21.22,285.3,0
15.22,195.8,0
31.55,218.6,1
8.87,262.9,0
7.23,137.8,0
8.64,171.3,1
28.77,108.9,0
24.74,143.6,0
23.84,105.3,0
38.98,215.6,0
16.75,200.5,0
24.63,141.0,0
27.84,132.9,0
7.19,129.5,0
18.31,169.4,0
26.99,206.5,0
31.37,210.3,0
33.45,254.5,1
30.42,293.3,1
22.28,129.4,0
15.50,194.8,1
6.30,224.6,0
6.98,210.0,0
17.69,248.4,0
37.89,144.7,1
3.46,191.6,1
22.54,233.7,0
10.88,274.0,1
22.98,163.6,0
5.49,193.8,0
35.33,122.1,0
35.16,153.4,0
21.71,268.1,0
4.13,254.8,0
28.94,260.0,0
23.23,209.0,0
18.43,114.3,0
23.74,252.0,0
39.43,130.8,0
36.33,155.3,1
31.38,208.7,1
12.71,154.5,1
18.50,281.3,0
7.18,185.0,0
11.58,130.2,0
23.53,204.7,1
23.55,227.1,0
34.43,254.9,1
9.20,166.6,0
3.95,268.6,0
36.97,224.3,0
37.79,189.2,0
7.94,208.2,0
24.75,253.1,1
31.30,184.3,0
38.89,289.6,0
22.37,228.4,0
12.05,109.0,0
28.34,266.7,0
5.16,170.9,0
12.04,250.4,0
32.60,109.1,0
25.12,279.2,0
2.72,187.9,0
8.36,297.5,0
1.57,148.8,0
19.58,249.1,0
33.62,148.5,0
32.12,117.3,0
25.75,229.9,1
23.69,214.6,0
17.26,237.5,0
15.59,229.1,0
10.91,292.9,0
28.48,117.0,0
19.52,245.5,0
24.68,234.7,0
1.75,237.0,0
11.54,261.8,0
14.61,268.2,0
13.86,142.1,0
26.03,168.3,1
10.52,277.8,0
32.85,286.6,0
10.45,174.3,0
23.38,227.4,1
9.23,278.8,0
5.71,161.5,1
2.02,173.5,0
29.30,152.1,0
10.06,237.0,0
20.55,244.6,0
5.83,118.8,0
22.15,171.7,1
39.87,183.2,1
19.28,212.4,0
16.72,151.9,1
23.76,288.0,0
39.11,128.4,1
29.83,245.3,1
29.01,279.2,0
28.40,297.0,0
33.61,264.0,0
7.70,266.0,0
14.92,173.5,0
13.77,163.5,0
26.80,141.7,0
3.29,127.7,0
33.91,285.8,0
29.30,161.0,0
18.84,186.7,0
27.70,155.0,0
25.95,206.7,0
29.71,285.1,0
0.42,165.0,0
35.46,188.8,0
15.86,181.7,0
19.82,213.6,1
16.45,228.0,0
4.81,226.7,0
3.39,197.0,1
1.27,228.8,0
7.04,216.6,0
30.96,157.8,0
13.53,127.1,0
16.83,217.1,0
19.79,155.8,0
22.42,130.4,0
3.62,168.9,0
12.67,243.4,0
15.60,257.2,0
4.88,288.0,0
26.32,222.9,1
22.00,184.6,1
3.15,257.5,0
21.72,143.7,0
22.73,177.9,0
7.52,172.0,0
13.37,165.1,0
18.67,277.5,0
7.35,161.9,0
19.60,258.8,0
19.09,299.4,1
32.01,127.2,0
34.14,156.1,0
34.90,264.9,1
18.74,198.2,0
9.95,240.0,0
4.08,203.5,0
17.67,277.6,0
13.64,274.7,1
4.82,299.2,0
12.34,134.7,1
35.78,100.6,1
37.13,203.5,0
38.62,181.1,1
18.26,194.8,0
22.65,127.6,0
37.64,118.5,1
24.86,261.2,1
33.64,270.7,0
21.10,164.6,0
5.36,202.5,1
28.76,287.0,0
4.71,215.5,0
1.64,233.6,0
10.11,142.3,0
5.51,178.4,1
17.56,162.9,0
23.72,107.4,0
5.35,245.7,0
4.18,205.1,1
12.71,217.2,0
14.76,128.0,0
1.32,166.6,0
3.97,258.5,0
8.12,172.1,1
27.51,152.1,0
36.27,219.3,0
23.72,279.2,0
20.19,188.6,0
23.50,283.0,0
28.84,251.7,0
28.83,202.9,0
20.24,165.7,0
27.74,280.8,0
29.91,283.9,0
28.96,234.0,0
3.08,169.5,0
3.93,267.8,0
27.46,217.8,0
16.35,128.1,0
5.48,264.4,0
26.95,192.4,0
2.76,286.2,0
34.97,198.0,0
0.23,276.7,1
8.98,134.7,0
35.19,283.9,1
32.21,260.7,0
30.34,107.5,0
14.36,168.2,0
25.76,277.8,0
15.73,143.0,0
36.40,263.2,1
30.89,277.5,0
26.82,272.0,0
21.00,106.0,0
37.13,297.9,0
29.43,263.9,0
19.16,180.0,1
30.71,178.9,0
30.56,115.1,0
11.90,138.4,0
7.10,293.6,0
33.14,298.3,1
39.33,154.6,0
25.78,271.3,0
37.83,299.7,0
6.98,156.7,0
11.74,112.3,0
2.08,146.6,0
7.39,181.5,0
24.51,150.8,0
28.82,261.9,0
32.78,281.6,0
4.51,286.4,0
25.17,160.0,0
27.19,210.1,0
1.63,161.1,0
13.50,284.1,1
9.82,185.8,0
7.34,171.0,0
20.03,167.9,0
9.44,129.5,0
2.40,193.3,1
21.50,191.2,0
8.20,123.6,1
31.86,198.8,1
27.05,211.1,0
9.58,104.2,0
31.00,108.7,1
8.82,249.7,1
36.34,227.5,1
13.16,128.1,0
39.95,279.7,0
24.53,183.3,0
18.64,220.1,1
14.74,285.0,0
25.77,274.0,1
9.53,288.0,0
18.14,206.8,0
7.80,170.9,0
14.61,231.2,0
16.29,278.6,0
29.78,111.3,0
0.95,297.9,0
0.04,245.9,1
36.84,202.1,0
0.61,114.3,0
18.40,220.6,0
26.16,170.5,0
22.49,181.0,0
28.83,134.2,1
8.27,112.8,1
36.80,111.6,1
26.70,295.3,0
17.67,295.9,0
11.63,208.2,1
32.10,143.5,0
39.27,273.2,0
22.52,209.5,0
28.87,220.9,1
17.31,203.2,0
39.90,276.2,0
20.30,202.9,0
21.71,258.3,0
24.66,159.5,1
21.73,115.3,1
13.62,255.0,0
19.11,106.3,0
7.98,299.8,0
2.82,156.4,0
30.32,106.3,0
5.41,238.2,0
30.25,214.3,0
10.49,296.8,1
6.91,223.5,0
2.02,120.2,0
17.25,130.0,0
10.71,130.9,0
26.88,227.4,0
13.16,130.2,0
24.04,202.4,1
5.53,183.8,0
19.69,298.7,0
38.90,191.7,0
6.25,106.2,1
21.23,227.4,0
22.16,225.5,0
36.57,244.2,1
38.40,124.6,0
15.00,221.7,0
14.50,178.4,0
29.85,230.5,1
1.13,240.2,0
29.38,277.6,0
31.97,228.9,0
2.15,141.3,0
39.04,119.3,0
6.36,225.9,0
9.68,163.7,0
7.16,241.9,0
30.28,229.5,1
21.76,154.4,0
11.57,234.2,0
10.37,227.3,0
20.65,292.2,0
23.35,298.8,0
31.96,139.9,1
15.80,241.5,0
21.68,249.2,0
17.70,247.8,0
27.52,234.9,0
19.62,154.0,0
15.91,170.3,1
33.50,134.9,1
13.47,117.8,0
6.47,144.3,0
16.19,254.2,1
5.20,273.5,0
38.68,272.7,0
32.02,152.2,0
10.08,260.0,0
19.33,144.8,0
7.84,267.2,0
20.04,197.6,0
8.19,287.3,0
23.13,143.0,0
9.04,172.6,0
33.21,227.8,0
14.20,204.5,0
1.66,142.4,0
36.02,270.3,0
27.56,104.5,1
22.61,207.2,0
36.91,231.3,1
27.58,294.4,0
23.62,172.2,0
38.42,172.0,1
36.59,172.9,0
20.43,248.8,0
39.06,170.0,0
30.94,154.1,0
22.66,115.0,1
4.76,182.9,0
1.24,227.8,0
39.61,132.7,0
3.57,109.3,0
35.42,217.0,0
12.32,133.5,1
7.75,298.6,0
5.76,218.4,1
32.42,289.3,0
2.85,275.3,1
22.84,100.8,0
39.18,192.4,0
17.12,257.5,0
13.29,207.9,0
29.97,290.1,0
2.00,239.6,1
33.11,249.3,0
4.12,225.9,0
34.43,237.4,0
37.04,161.0,0
28.98,115.8,0
11.36,197.6,0
33.56,149.1,1
26.23,266.9,0
36.75,141.7,0
11.16,181.6,0
0.37,167.0,0
33.92,224.8,0
14.38,269.7,0
30.57,114.2,0
14.25,288.9,0
38.62,171.0,1
34.97,104.8,0
30.99,115.2,0
24.35,191.2,0
7.38,160.4,0
17.15,153.7,1
30.17,192.4,0
9.71,219.7,0
1.87,232.8,0
21.50,186.5,0
21.05,159.0,0
11.32,253.9,0
1.08,271.3,1
6.15,162.0,1
3.74,268.4,0
30.46,127.6,1
16.67,139.9,0
20.22,100.5,0
19.55,274.2,0
26.41,123.1,0
0.61,177.6,1
39.46,197.9,0
12.86,130.7,1
17.08,175.1,1
4.09,297.7,0
18.51,259.6,0
0.81,152.6,0
36.85,139.6,1
37.00,157.3,1
26.49,140.5,0
13.45,208.4,1
7.12,252.9,0
21.27,271.9,0
34.60,126.5,0
5.42,201.6,0
25.87,205.5,0
7.55,251.7,0
26.74,137.4,1
30.99,269.8,1
17.07,179.1,0
21.67,244.0,1
27.17,143.0,0
12.02,298.4,0
22.81,172.3,0
36.32,262.3,1
4.59,272.8,0
30.38,290.4,1
6.94,177.9,0
25.51,222.9,0
35.43,110.8,0
8.81,285.2,0
38.75,140.6,0
17.09,106.7,0
5.51,283.5,0
20.83,184.6,0
1.63,243.8,0
8.61,197.5,0
17.92,119.7,0
1.43,102.0,0
7.13,197.1,0
2.29,135.7,0
23.28,237.4,1
37.26,269.8,0
4.10,255.5,0
29.64,120.4,0
25.54,271.3,0
28.49,241.6,1
33.02,232.8,0
13.45,275.0,0
19.07,132.1,0
19.93,287.2,1
37.94,268.0,1
14.82,297.4,0
23.56,105.2,0
38.18,296.3,1
22.26,267.4,0
30.88,178.0,1
28.33,261.4,0
24.32,121.2,1
14.19,186.2,0
2.32,108.7,0
23.47,135.0,1
39.80,186.2,0
32.32,274.7,0
3.95,211.2,0
39.46,280.1,1
32.11,113.0,1
13.00,202.5,1
20.11,283.0,0
4.77,141.8,0
35.55,255.3,1
14.58,190.7,0
33.74,213.6,1
36.25,103.7,0
10.71,105.0,0
25.92,169.2,0
8.99,138.1,0
4.84,152.2,0
11.81,211.9,0
24.33,108.0,0
1.45,136.3,1
12.37,257.3,0
23.19,145.0,0
31.07,295.0,1
35.78,157.4,1
18.64,226.5,1
3.20,275.1,0
37.80,143.5,1
12.99,261.3,0
30.58,183.7,1
0.38,196.0,0
33.96,211.9,0
11.08,160.7,0
19.25,236.9,0
39.24,102.8,1
17.55,132.1,0
23.04,291.7,0
4.49,278.0,0
20.53,112.1,0
33.97,266.2,1
12.93,181.5,1
39.43,146.2,0
23.12,205.2,0
17.71,109.9,0
12.85,200.6,0
33.65,173.8,1
31.51,146.8,1
2.33,169.5,0
2.46,209.7,0
5.00,256.5,0
27.99,190.1,0
12.84,282.4,0
6.13,112.8,0
32.65,199.9,0
6.07,274.8,0
11.81,118.5,0
5.50,188.9,0
33.76,262.2,0
26.56,214.4,0
34.55,188.6,0
29.56,187.2,0
26.25,136.1,1
25.29,100.9,0
27.86,156.8,0
5.99,240.1,0
3.00,156.4,0
37.14,138.4,0
26.53,196.4,0
14.99,206.7,1
31.14,299.2,0
32.35,276.2,0
13.94,124.0,0
35.29,150.4,0
13.35,183.5,0
31.29,270.2,1
39.53,128.7,1
30.84,263.3,1
33.95,250.8,0
30.25,161.9,0
27.54,141.2,0
7.92,162.8,1
13.93,193.1,0
9.49,288.9,0
34.16,287.3,1
8.44,140.1,0
13.38,141.1,0
7.43,106.3,0
4.98,220.1,0
22.93,117.0,0
3.05,287.8,0
16.56,177.4,0
34.92,256.3,0
10.93,191.0,1
16.35,133.2,0
2.04,149.0,1
33.95,247.0,0
36.57,275.1,0
2.79,295.9,0
28.40,275.1,1
35.73,227.4,0
24.38,292.8,0
20.53,283.6,1
5.90,148.8,0
37.96,275.0,0
38.84,153.8,1
28.29,263.1,0
4.31,127.8,0
0.35,194.5,0
35.50,218.0,0
10.60,135.9,0
24.13,142.5,0
31.21,117.0,1
26.26,145.8,0
10.58,163.2,0
0.06,279.5,0
0.48,112.9,0
7.42,175.8,0
8.62,252.8,0
3.89,124.8,1
6.35,132.5,0
0.30,121.2,0
14.28,239.0,0
20.27,122.5,0
34.73,177.8,1
13.76,128.6,0
33.86,163.8,0
39.31,128.5,0
14.64,211.5,1
31.41,193.8,0
34.11,277.5,0
19.73,280.6,0
36.44,147.8,0
2.12,260.1,0
12.59,115.3,0
26.54,146.0,0
39.43,134.4,0
29.07,297.4,1
15.21,110.5,0
24.79,140.4,0
19.02,142.3,0
20.83,174.6,0
23.57,138.8,0
39.19,207.5,1
0.52,190.4,0
19.59,121.0,0
11.59,260.8,1
38.51,134.6,1
5.24,136.5,1
19.96,155.8,0
21.84,277.4,0
7.19,182.6,0
23.63,101.3,0
27.75,179.5,0
0.51,295.8,0
5.10,293.0,0
18.58,139.3,0
0.82,243.6,0
33.70,179.2,1
28.08,115.4,0
0.66,171.6,0
11.43,201.9,0
27.54,268.5,0
13.29,155.4,0
31.66,124.1,1
27.05,177.4,0
34.26,289.4,0
28.52,135.1,1
13.46,254.1,0
21.87,285.0,0
8.78,132.7,0
13.73,149.5,0
26.31,174.8,1
13.07,290.8,0
34.06,288.1,0
16.00,187.7,0
31.47,115.2,0
8.62,164.0,0
1.27,220.4,0
4.41,258.4,1
39.91,194.4,0
0.44,247.8,0
19.97,142.8,0
35.33,115.8,1
3.75,170.2,0
31.48,200.9,0
13.21,167.6,0
32.92,147.1,1
3.45,240.3,0
30.37,118.1,1
10.15,282.0,0
13.08,235.4,1
26.74,283.1,0
32.52,234.9,0
9.11,284.3,0
6.31,178.1,0
35.43,182.9,0
13.18,239.4,0
24.01,190.6,1
20.64,187.7,0
26.18,206.1,0
17.54,261.5,0
29.81,198.7,1
39.24,220.1,0
28.54,100.6,0
4.25,245.5,0
18.19,163.6,0
27.46,100.6,0
4.94,276.7,0
30.28,280.1,0
20.15,125.5,1
1.80,195.7,0
33.47,224.1,1
17.41,142.2,0
19.63,166.9,0
39.48,118.2,1
5.03,236.3,1
13.93,262.0,0
11.54,257.2,0
31.35,152.8,1
11.61,294.9,0
15.04,167.6,1
36.52,297.3,0
14.33,274.5,0
18.01,120.7,0
12.85,195.1,1
34.02,186.8,1
34.33,262.2,0
4.38,291.6,0
0.75,213.0,0
22.90,212.8,0
6.79,242.7,0
26.37,115.0,0
17.36,220.8,1
39.97,102.0,1
32.60,297.0,0
32.76,281.6,1
23.50,119.0,0
15.42,251.9,0
27.36,221.3,0
39.46,133.5,0
36.51,124.8,0
2.88,189.7,0
33.36,138.6,1
5.73,166.1,0
15.37,255.5,0
5.30,264.5,0
35.39,190.6,1
27.33,142.7,1
34.01,250.0,0
2.95,245.2,1
21.61,183.6,0
29.68,263.0,0
19.33,294.8,1
29.76,218.9,0
33.14,251.5,0
10.27,190.6,0
18.13,256.6,1
37.84,258.7,0
22.19,249.6,0
22.38,284.4,0
31.00,233.9,1
25.27,145.9,0
4.46,141.3,0
30.60,243.8,0
16.75,218.8,0
22.01,195.5,0
24.86,255.6,1
18.96,101.7,1
36.10,208.7,0
11.61,140.4,0
13.25,292.4,0
28.33,242.6,0
23.34,113.4,0
9.54,110.6,0
3.92,215.0,0
9.97,213.6,1
3.90,197.7,1
2.64,123.4,0
17.09,287.5,0
20.22,168.3,1
18.34,113.8,0
31.71,159.8,1
21.38,168.4,0
14.20,139.2,0
35.67,290.4,1
32.34,176.1,1
18.80,244.6,0
21.50,275.0,0
30.86,141.5,0
18.00,185.9,0
13.46,142.7,0
5.11,129.3,0
9.82,191.0,0
7.81,298.1,0
31.73,198.8,0
24.65,144.7,0
8.47,248.3,0
14.83,280.6,0
11.45,177.2,1
21.20,152.4,0
5.24,200.8,1
19.81,298.5,0
35.74,128.7,0
26.20,164.8,0
4.63,222.3,1
0.24,144.3,1
13.19,194.1,0
15.71,198.1,1
33.57,272.8,0
6.57,155.0,0
38.74,177.0,0
12.20,297.4,0
3.45,119.2,0
13.12,149.7,0
6.48,129.3,0
15.53,119.0,1
0.18,114.6,0
18.57,161.6,0
20.56,104.2,0
22.74,188.3,0
28.53,114.9,0
27.54,232.0,1
16.55,200.2,0
7.76,106.8,0
36.77,184.5,0
17.43,240.3,0
29.19,246.9,0
35.49,298.0,1
1.03,219.4,0
5.54,187.9,0
17.26,204.1,0
27.27,226.9,0
39.88,294.5,1
34.10,183.7,1
33.08,118.1,1
27.04,299.2,1
10.65,252.0,0
7.60,160.3,0
27.57,224.1,0
15.55,197.4,0
26.55,117.8,0
4.02,180.6,0
23.08,212.2,1
5.45,211.8,0
32.61,120.3,0
38.32,174.6,1
6.42,100.6,0
2.22,147.9,0
8.81,234.1,1
37.90,252.5,0
23.90,277.7,0
4.96,254.0,0
16.37,238.0,0
8.45,177.1,0
22.58,189.1,1
20.63,256.3,1
15.15,295.5,1
17.57,277.2,0
2.63,254.7,0
31.82,244.6,0
20.42,268.5,0
19.80,293.6,0
12.20,271.1,0
29.07,227.7,0
24.93,271.1,0
10.92,162.3,0
16.12,260.5,0
21.66,212.4,0
20.11,168.0,0
39.09,234.4,1
5.83,217.3,0
13.39,258.7,0
22.57,110.0,0
20.71,231.7,0
38.77,120.8,0
13.70,185.0,0
24.98,166.3,0
2.17,112.0,0
37.40,236.8,0
18.67,219.3,0
7.58,176.3,0
6.24,133.8,0
2.33,120.6,1
17.40,226.5,0
3.34,168.9,0
18.69,209.7,1
32.08,285.7,1
34.43,249.6,0
35.79,275.4,1
27.43,260.4,0
14.93,211.5,0
0.33,116.3,0
19.79,141.2,0
13.10,187.3,1
15.18,197.8,0
26.92,150.9,0
37.96,121.8,0
10.32,151.1,0
20.78,234.6,0
35.28,232.3,0
15.56,285.9,0
29.69,242.6,0
17.58,120.4,0
20.25,104.8,0
5.95,108.2,0
23.92,117.1,0
12.06,238.5,0
27.23,199.7,0
29.70,239.5,0
5.13,288.8,0
4.95,123.2,0
5.46,276.2,0
18.58,144.2,0
19.29,114.9,0
21.14,180.9,0
14.45,120.9,0
15.13,293.8,0
25.28,186.9,0
25.29,282.4,1
17.59,129.6,0
20.63,187.9,0
32.96,230.7,0
7.21,153.5,0
21.69,120.7,1
24.65,200.4,0
13.14,298.5,0
10.56,197.4,1
31.50,290.5,0
28.55,124.0,0
27.93,264.1,0
38.26,211.5,1
21.75,117.6,0
3.60,149.4,0
33.47,129.8,0
37.57,220.2,0
35.47,105.0,1
9.41,135.8,0
23.39,280.5,0
16.61,195.2,0
4.67,258.1,0
3.55,142.4,0
25.05,286.1,0
0.61,105.5,0
20.45,119.3,0
3.47,192.2,1
20.62,260.6,0
25.90,287.2,0
11.04,232.0,0
27.76,273.6,0
1.24,201.6,0
33.53,123.4,0
39.97,249.1,1
39.31,248.2,0
6.29,243.9,0
32.23,256.6,0
7.75,225.2,0
31.78,127.9,1
27.10,256.5,0
20.14,238.9,1
3.17,298.4,0
9.64,256.5,0
35.04,273.0,0
38.64,206.8,1
20.61,241.9,0
18.55,122.1,0
21.05,281.0,0
22.68,110.5,0
20.12,173.1,0
33.31,202.2,0
39.20,140.7,0
31.90,238.6,1
15.66,189.9,0
26.58,247.7,0
15.02,133.5,0
39.76,143.4,1
23.65,185.6,0
8.22,288.7,0
29.60,231.3,0
37.50,252.4,0
38.71,113.2,0
23.37,242.6,0
2.13,287.2,0
39.57,265.1,0
5.27,266.0,0
24.81,127.5,0
25.56,185.1,0
30.48,129.4,1
28.16,216.4,1
19.88,130.3,0
10.35,136.1,1
9.34,258.4,0
6.69,288.7,1
31.02,232.2,1
13.24,137.0,0
39.04,211.6,1
5.94,290.9,0
37.52,259.3,0
20.00,202.7,1
8.39,243.4,0
30.22,186.4,0
15.61,253.3,0
5.15,217.0,0
29.55,261.1,0
31.08,220.3,1
32.54,205.6,0
17.43,198.0,1
35.28,286.0,0
27.45,187.8,0
38.44,204.0,0
4.80,243.9,0
14.41,136.2,0
15.28,125.1,0
12.18,201.7,0
13.11,277.9,1
14.03,110.7,0
11.18,263.8,1
5.35,112.4,0
32.19,294.1,0
21.79,299.5,0
10.92,151.6,0
6.68,156.3,1
4.15,100.1,0
34.20,181.7,0
21.11,266.9,1
2.43,265.4,0
24.46,117.0,0
26.02,251.7,0
29.96,298.3,1
9.59,225.6,1
23.06,113.7,0
1.49,157.3,0
18.07,180.9,0
12.93,125.0,0
25.12,299.6,1
19.11,219.7,0
0.35,235.7,0
6.68,282.0,0
11.95,149.4,0
14.85,293.2,0
14.44,221.7,0
25.08,101.2,1
21.45,188.2,0
26.63,255.8,0
18.04,297.1,0
7.86,148.8,1
16.53,273.1,0
1.17,158.2,0
2.77,235.3,0
17.99,289.8,0
5.91,249.0,0
30.21,150.6,0
26.40,233.5,1
31.15,186.9,1
32.83,163.1,1
7.60,236.0,1
11.62,144.8,0
32.32,172.7,1
37.34,104.7,0
5.38,140.6,0
14.46,190.2,0
28.80,152.5,0
30.01,150.4,1
31.68,211.6,0
34.75,254.6,0
37.12,142.8,1
2.64,266.1,0
27.87,206.9,0
0.11,131.5,1
36.06,113.5,1
19.77,276.7,0
28.10,119.1,0
29.36,104.3,0
33.55,252.6,0
1.94,274.7,0
14.54,135.3,0
31.50,243.0,1
29.18,184.1,1
22.09,161.8,0
28.46,109.0,1
38.75,212.2,1
13.49,273.3,0
8.56,117.1,0
15.56,281.6,0
3.41,150.8,1
23.18,134.9,0
22.31,235.1,0
22.35,165.3,1
5.08,218.4,0
26.22,130.3,0
14.59,146.9,1
1.57,143.4,0
32.06,101.4,1
13.63,276.9,0
23.30,164.9,0
17.11,201.2,0
0.72,154.6,0
5.79,114.3,0
19.82,274.1,0
14.86,260.8,0
20.30,128.0,1
36.50,106.4,0
20.39,131.3,1
5.82,194.9,0
9.53,282.6,0
2.25,284.8,0
16.90,159.1,0
14.22,150.1,0
15.16,267.2,0
39.83,213.0,0
26.74,122.7,1
6.76,241.0,1
9.74,133.3,0
36.26,261.1,0
26.76,111.2,1
37.27,138.5,1
34.53,264.2,0
25.30,255.1,0
36.50,230.6,1
25.33,199.2,0
25.93,257.1,0
0.45,257.2,0
32.40,290.5,1
12.89,225.5,0
23.94,168.0,0
18.08,141.9,0
30.57,156.1,1
30.55,253.5,0
25.74,226.0,0
39.97,159.1,0
25.27,158.3,0
5.85,108.3,0
3.37,103.6,0
39.76,127.5,1
18.52,126.3,0
12.95,133.0,0
2.04,131.2,0
26.13,104.4,1
29.49,107.4,0
21.75,170.8,0
25.32,226.6,0
18.91,295.1,0
2.38,269.7,0
0.02,182.7,0
12.27,246.8,0
16.87,140.4,0
12.44,299.5,0
5.38,109.3,0
12.76,144.5,0
13.78,154.7,0
22.76,149.7,0
30.58,298.6,0
32.03,143.7,0
12.72,124.8,1
0.43,194.6,0
36.16,203.1,0
20.62,295.3,0
14.06,106.0,0
18.11,107.0,0
23.18,295.3,0
25.49,242.8,1
9.48,108.2,0
2.03,232.7,0
37.78,125.9,1
23.75,185.8,0
4.30,122.6,1
11.86,141.5,0
9.92,295.2,0
8.87,259.9,0
15.42,101.6,0
19.48,246.4,0
37.93,172.0,1
26.32,133.9,1
28.45,129.0,0
37.24,215.0,1
12.80,139.4,0
19.21,164.7,0
26.75,158.2,0
16.65,290.5,0
9.17,266.9,0
26.95,210.2,0
30.34,243.5,0
22.09,283.9,0
13.29,229.8,1
3.10,160.6,0
13.29,121.7,0
22.83,153.4,1
37.90,235.0,0
11.25,244.3,1
3.79,105.3,1
22.80,138.0,0
14.72,187.2,0
32.69,183.9,1
1.07,158.6,0
26.66,172.6,1
36.11,145.5,1
38.94,299.7,0
12.05,286.5,0
0.92,285.2,0
31.51,206.5,0
31.56,169.5,0
27.96,211.5,1
25.66,295.7,0
25.60,180.5,1
23.65,263.6,0
20.56,181.4,0
33.21,253.0,0
19.69,153.9,1
29.48,283.7,0
3.59,163.7,0
10.81,196.1,0
39.50,164.1,0
13.59,193.3,0
37.51,145.7,1
17.48,157.2,0
11.79,206.8,0
12.75,284.4,1
5.36,201.8,0
1.99,137.8,0
15.68,121.2,0
32.49,274.0,0
15.42,285.4,0
0.00,177.9,0
27.73,243.8,1
25.26,231.5,0
29.36,246.7,0
1.72,104.7,1
26.63,182.6,1
35.20,202.0,1
30.69,146.1,1
12.36,131.6,1
8.86,265.8,0
16.58,276.9,1
18.29,275.3,0
32.18,266.7,0
3.31,138.4,0
38.69,279.7,1
25.48,201.3,0
11.03,210.8,0
21.98,112.7,1
38.96,123.7,1
27.93,205.8,1
33.68,210.9,1
12.87,255.1,0
22.78,221.9,1
10.70,148.5,0
15.07,193.7,0
10.78,237.5,1
38.52,168.3,0
24.20,216.9,0
28.94,244.5,0
26.12,230.1,0
2.37,144.9,0
37.92,167.8,0
15.69,109.1,0
6.63,215.0,0
26.70,270.0,0
5.96,105.9,0
32.59,254.9,0
8.70,138.9,0
3.95,259.0,0
2.30,215.6,0
26.02,280.8,0
23.57,277.9,0
8.47,276.5,0
16.94,299.3,0
2.86,133.6,0
26.85,124.9,0
6.41,210.8,0
16.85,124.1,0
20.10,130.2,0
37.39,171.1,0
29.39,196.5,0
35.50,239.4,0
26.26,116.9,0
26.89,131.9,0
14.31,113.7,0
31.87,281.3,0
12.76,140.1,1
34.41,266.1,0
35.08,145.2,1
7.98,210.3,1
2.99,131.7,0
26.25,257.3,0
29.37,270.1,0
31.10,276.9,0
